sim_id,alg,task_type,task_level,task_seed,col_chance,task_val
2025-09-09_06:51:39,CC(500),reach_hard,5,2,0.35,0.0
2025-09-09_02:23:11,CC(500),reach_easy,3,5,0.0,1.0
2025-09-09_03:48:39,CC(500),reach_hard,1,5,0.0,0.0
2025-09-08_02:37:04,"O(400, 1)",follow,5,0,0.31,0.19618666787462827
2025-09-08_02:02:21,"O(400, 1)",follow,3,1,0.0,0.0996494886739506
2025-09-08_02:24:25,"O(400, 1)",follow,4,2,0.0,0.09415830259388976
2025-09-08_02:21:20,"O(400, 1)",follow,4,1,0.0,0.11343464451413522
2025-09-08_01:50:11,"O(400, 1)",follow,2,3,0.0,0.09896024846267584
2025-09-08_02:40:08,"O(400, 1)",follow,5,1,0.198,0.2009276727121418
2025-09-08_01:55:57,"O(400, 1)",follow,2,5,0.0,0.09477889454379711
2025-09-08_01:31:20,"O(400, 1)",follow,1,3,0.0,0.09343478545823193
2025-09-08_02:05:22,"O(400, 1)",follow,3,2,0.0,0.10091070828355357
2025-09-08_02:53:12,"O(400, 1)",follow,5,5,0.0,0.12874743731481286
2025-09-08_01:53:08,"O(400, 1)",follow,2,4,0.0,0.08728888618075392
2025-09-08_01:24:58,"O(400, 1)",follow,1,1,0.0,0.1048885682155141
2025-09-08_02:30:41,"O(400, 1)",follow,4,4,0.0,0.09540444968828317
2025-09-08_01:34:30,"O(400, 1)",follow,1,4,0.0,0.1022688442733634
2025-09-08_01:58:52,"O(400, 1)",follow,3,0,0.0,0.09188207278147872
2025-09-08_01:43:45,"O(400, 1)",follow,2,1,0.0,0.10262483418325545
2025-09-08_02:46:47,"O(400, 1)",follow,5,3,0.014,0.14161993548618274
2025-09-08_02:14:52,"O(400, 1)",follow,3,5,0.0,0.10419539151586765
2025-09-08_01:28:01,"O(400, 1)",follow,1,2,0.0,0.1030557463906931
2025-09-08_01:40:35,"O(400, 1)",follow,2,0,0.0,0.09302592369691197
2025-09-08_02:08:27,"O(400, 1)",follow,3,3,0.0,0.11121023160608838
2025-09-08_02:33:49,"O(400, 1)",follow,4,5,0.0,0.08859326321838605
2025-09-08_02:18:11,"O(400, 1)",follow,4,0,0.0,0.08950123874917465
2025-09-08_02:27:31,"O(400, 1)",follow,4,3,0.0,0.10120084727616338
2025-09-08_02:43:28,"O(400, 1)",follow,5,2,0.176,0.20097204372001484
2025-09-08_01:37:32,"O(400, 1)",follow,1,5,0.0,0.09639998148699892
2025-09-08_02:11:35,"O(400, 1)",follow,3,4,0.0,0.08954788509669966
2025-09-08_01:47:08,"O(400, 1)",follow,2,2,0.0,0.1003296145265385
2025-09-08_01:22:03,"O(400, 1)",follow,1,0,0.0,0.09692360750800734
2025-09-08_02:49:57,"O(400, 1)",follow,5,4,0.064,0.10648875829392888
2025-09-06_19:26:05,"O(400, 5)",follow,1,3,0.0,0.09331604551798134
2025-09-06_20:44:27,"O(400, 5)",follow,5,5,0.0,0.11350269719248184
2025-09-06_19:44:39,"O(400, 5)",follow,1,4,0.0,0.08703984201806095
2025-09-06_20:33:52,"O(400, 5)",follow,4,5,0.0,0.10979460832543651
2025-09-06_19:47:57,"O(400, 5)",follow,1,5,0.0,0.09558687059368717
2025-09-06_20:30:26,"O(400, 5)",follow,4,4,0.0,0.09067763189095122
2025-09-06_19:54:36,"O(400, 5)",follow,2,4,0.0,0.09203725817831297
2025-09-06_19:51:18,"O(400, 5)",follow,2,3,0.0,0.09862550987365776
2025-09-06_20:08:06,"O(400, 5)",follow,3,5,0.0,0.09711830192819139
2025-09-06_19:57:59,"O(400, 5)",follow,2,5,0.0,0.0956926811081935
2025-09-06_20:37:23,"O(400, 5)",follow,5,3,0.008,0.1120795576037075
2025-09-06_20:40:59,"O(400, 5)",follow,5,4,0.058,0.11667409207197367
2025-09-06_20:04:38,"O(400, 5)",follow,3,4,0.0,0.09668528052190582
2025-09-06_20:01:17,"O(400, 5)",follow,3,3,0.0,0.1004807886617399
2025-09-06_20:26:59,"O(400, 5)",follow,4,3,0.0,0.10525174614366856
2025-09-06_21:17:17,"O(400, 5)",follow,5,1,0.0,0.12493580587385662
2025-09-06_20:17:52,"O(400, 5)",follow,3,0,0.0,0.10388901641793072
2025-09-06_20:56:45,"O(400, 5)",follow,4,2,0.0,0.0873408418014765
2025-09-06_19:12:45,"O(400, 5)",follow,1,1,0.0,0.10154846515326994
2025-09-06_20:27:57,"O(400, 5)",follow,3,2,0.0,0.08906943119717242
2025-09-06_20:38:50,"O(400, 5)",follow,4,0,0.0,0.09790880489671275
2025-09-06_21:10:33,"O(400, 5)",follow,5,0,0.034,0.11704446047879676
2025-09-06_19:21:54,"O(400, 5)",follow,2,0,0.0,0.09378457092848648
2025-09-06_20:49:27,"O(400, 5)",follow,4,1,0.0,0.0846905991746514
2025-09-06_20:22:54,"O(400, 5)",follow,3,1,0.0,0.10781729919432523
2025-09-06_19:26:49,"O(400, 5)",follow,2,1,0.0,0.10523654914926288
2025-09-06_20:12:54,"O(400, 5)",follow,2,2,0.0,0.11516729616712086
2025-09-06_18:49:00,"O(400, 5)",follow,1,0,0.0,0.09996819819801635
2025-09-06_19:17:27,"O(400, 5)",follow,1,2,0.0,0.09392029397524662
2025-09-06_21:24:25,"O(400, 5)",follow,5,2,0.088,0.19516728231979935
2025-09-08_22:09:53,"O-(400, 5)",follow,5,0,0.06,0.12254889330519
2025-09-08_21:34:26,"O-(400, 5)",follow,2,0,0.0,0.09229521542632113
2025-09-08_21:23:32,"O-(400, 5)",follow,1,0,0.0,0.09744933709316847
2025-09-08_21:45:34,"O-(400, 5)",follow,3,0,0.0,0.09684869946912869
2025-09-08_21:57:56,"O-(400, 5)",follow,4,0,0.0,0.10208791802687577
2025-09-08_22:53:30,"O-(400, 5)",follow,3,4,0.0,0.09087239116811759
2025-09-08_22:40:35,"O-(400, 5)",follow,3,1,0.0,0.10177813530220903
2025-09-08_22:23:13,"O-(400, 5)",follow,2,3,0.0,0.1020987606137143
2025-09-08_21:44:36,"O-(400, 5)",follow,1,5,0.0,0.09611055819265274
2025-09-08_22:32:31,"O-(400, 5)",follow,2,4,0.0,0.08968981958249744
2025-09-08_23:22:30,"O-(400, 5)",follow,5,1,0.0,0.12414203430015477
2025-09-08_21:40:57,"O-(400, 5)",follow,1,4,0.0,0.08636318914311043
2025-09-08_23:26:43,"O-(400, 5)",follow,5,2,0.012,0.151838851227972
2025-09-08_21:48:20,"O-(400, 5)",follow,2,1,0.0,0.09757951442756291
2025-09-08_21:37:19,"O-(400, 5)",follow,1,3,0.0,0.09049949875101204
2025-09-08_23:05:28,"O-(400, 5)",follow,4,2,0.0,0.10048129207941052
2025-09-08_23:39:46,"O-(400, 5)",follow,5,5,0.0,0.12871344426753084
2025-09-08_23:18:26,"O-(400, 5)",follow,4,5,0.0,0.10158762169978038
2025-09-08_23:01:27,"O-(400, 5)",follow,4,1,0.0,0.10219515940495479
2025-09-08_23:10:09,"O-(400, 5)",follow,4,3,0.026,0.10074838693942292
2025-09-08_23:30:51,"O-(400, 5)",follow,5,3,0.0,0.11548003577053724
2025-09-08_23:14:31,"O-(400, 5)",follow,4,4,0.0,0.09481637419833394
2025-09-08_22:36:16,"O-(400, 5)",follow,2,5,0.0,0.10224794357137632
2025-09-08_22:57:33,"O-(400, 5)",follow,3,5,0.0,0.09390954839257223
2025-09-08_23:34:55,"O-(400, 5)",follow,5,4,0.066,0.12458455918894673
2025-09-08_21:33:24,"O-(400, 5)",follow,1,2,0.0,0.0986162278439843
2025-09-08_22:06:32,"O-(400, 5)",follow,2,2,0.0,0.10058227217709677
2025-09-08_22:44:30,"O-(400, 5)",follow,3,2,0.0,0.10058333920076226
2025-09-08_22:49:10,"O-(400, 5)",follow,3,3,0.0,0.07902809132111702
2025-09-08_21:29:39,"O-(400, 5)",follow,1,1,0.0,0.11048754988456276
2025-09-08_22:45:11,"SC(1600, 5)",follow,3,4,0.0,0.11069148534650895
2025-09-08_23:00:26,"SC(1600, 5)",follow,4,4,0.0,0.09053881193366349
2025-09-08_22:55:50,"SC(1600, 5)",follow,4,2,0.006,0.1082836107595638
2025-09-08_23:19:37,"SC(1600, 5)",follow,5,5,0.082,0.22157857109581391
2025-09-08_22:28:57,"SC(1600, 5)",follow,2,4,0.0,0.1119493540820084
2025-09-08_22:58:11,"SC(1600, 5)",follow,4,3,0.0,0.10395746559127965
2025-09-08_22:18:12,"SC(1600, 5)",follow,2,0,0.0,0.09173470571091304
2025-09-08_23:03:09,"SC(1600, 5)",follow,4,5,0.0,0.11865902460298412
2025-09-08_22:31:28,"SC(1600, 5)",follow,2,5,0.0,0.11569303095632635
2025-09-08_23:08:19,"SC(1600, 5)",follow,5,1,0.188,0.19281302275126752
2025-09-08_22:42:51,"SC(1600, 5)",follow,3,3,0.0,0.11684549967077149
2025-09-08_21:58:22,"SC(1600, 5)",follow,1,3,0.0,0.10001741832738795
2025-09-08_22:00:34,"SC(1600, 5)",follow,1,4,0.0,0.10856594575118038
2025-09-08_22:34:03,"SC(1600, 5)",follow,3,0,0.0,0.09717407408380167
2025-09-08_22:02:48,"SC(1600, 5)",follow,1,5,0.0,0.09868842808259454
2025-09-08_22:26:29,"SC(1600, 5)",follow,2,3,0.0,0.11115869512999388
2025-09-08_22:47:26,"SC(1600, 5)",follow,3,5,0.0,0.10215267667691114
2025-09-08_23:05:50,"SC(1600, 5)",follow,5,0,0.136,0.16008880624360944
2025-09-08_22:53:00,"SC(1600, 5)",follow,4,1,0.0,0.09981763444454328
2025-09-08_22:21:11,"SC(1600, 5)",follow,2,1,0.0,0.10217134960396203
2025-09-08_23:16:29,"SC(1600, 5)",follow,5,4,0.124,0.17893915551652684
2025-09-08_23:14:00,"SC(1600, 5)",follow,5,3,0.074,0.15817322379680868
2025-09-08_22:39:34,"SC(1600, 5)",follow,3,2,0.0,0.11840977462667923
2025-09-08_23:10:47,"SC(1600, 5)",follow,5,2,0.212,0.14916205842471064
2025-09-08_22:36:48,"SC(1600, 5)",follow,3,1,0.0,0.10851053360560806
2025-09-08_22:24:13,"SC(1600, 5)",follow,2,2,0.0,0.12878196499064526
2025-09-08_22:49:43,"SC(1600, 5)",follow,4,0,0.0,0.10945356902004645
2025-09-08_21:56:06,"SC(1600, 5)",follow,1,2,0.0,0.10469043491750939
2025-09-08_21:53:51,"SC(1600, 5)",follow,1,1,0.0,0.11825631848509614
2025-09-08_21:38:23,"SC(1600, 5)",follow,1,0,0.0,0.10571320341392947
2025-09-08_22:12:01,"SC(400, 5)",follow,3,3,0.0,0.1432546537948462
2025-09-08_22:30:59,"SC(400, 5)",follow,4,5,0.0,0.12754473453915877
2025-09-08_22:05:22,"SC(400, 5)",follow,3,0,0.0,0.16308731235099194
2025-09-08_22:07:44,"SC(400, 5)",follow,3,1,0.0,0.10483587649989883
2025-09-08_22:18:08,"SC(400, 5)",follow,4,0,0.0,0.13897588150565907
2025-09-08_22:38:33,"SC(400, 5)",follow,5,2,0.314,0.3161033110460732
2025-09-08_22:25:12,"SC(400, 5)",follow,4,3,0.0,0.1307915294790731
2025-09-08_21:46:57,"SC(400, 5)",follow,1,4,0.0,0.1350894793648243
2025-09-08_22:46:08,"SC(400, 5)",follow,5,5,0.088,0.21309469260794317
2025-09-08_22:40:50,"SC(400, 5)",follow,5,3,0.102,0.25905150937095267
2025-09-08_21:56:41,"SC(400, 5)",follow,2,2,0.0,0.12190483222340115
2025-09-08_22:22:42,"SC(400, 5)",follow,4,2,0.0,0.1468057018223767
2025-09-08_22:01:15,"SC(400, 5)",follow,2,4,0.0,0.12040829168366879
2025-09-08_22:33:31,"SC(400, 5)",follow,5,0,0.222,0.2201941387669856
2025-09-08_22:43:52,"SC(400, 5)",follow,5,4,0.292,0.3639365397148356
2025-09-08_22:14:09,"SC(400, 5)",follow,3,4,0.0,0.10248187168211007
2025-09-08_22:35:53,"SC(400, 5)",follow,5,1,0.282,0.33205456688590373
2025-09-08_21:36:52,"SC(400, 5)",follow,1,0,0.0,0.10914691982693252
2025-09-08_22:16:14,"SC(400, 5)",follow,3,5,0.028,0.22185619046971508
2025-09-08_21:58:53,"SC(400, 5)",follow,2,3,0.0,0.12766521331381156
2025-09-08_22:03:19,"SC(400, 5)",follow,2,5,0.0,0.12073004191009166
2025-09-08_21:49:14,"SC(400, 5)",follow,1,5,0.0,0.12858510109425206
2025-09-08_21:42:29,"SC(400, 5)",follow,1,2,0.0,0.11849505006518403
2025-09-08_21:53:50,"SC(400, 5)",follow,2,1,0.0,0.11038320955047912
2025-09-08_22:20:11,"SC(400, 5)",follow,4,1,0.0,0.13746833725972135
2025-09-08_21:44:51,"SC(400, 5)",follow,1,3,0.0,0.11510572894379235
2025-09-08_22:09:54,"SC(400, 5)",follow,3,2,0.0,0.11880647041924171
2025-09-08_21:39:57,"SC(400, 5)",follow,1,1,0.0,0.1222993059043207
2025-09-08_22:28:27,"SC(400, 5)",follow,4,4,0.0,0.1289783341382376
2025-09-08_21:51:47,"SC(400, 5)",follow,2,0,0.0,0.0960010880153728
2025-09-07_01:24:52,"SD(400, 5)",follow,5,2,0.186,0.18523381979269224
2025-09-07_01:16:41,"SD(400, 5)",follow,5,0,0.372,0.1720200003811061
2025-09-07_00:50:57,"SD(400, 5)",follow,2,2,0.0,0.08945511911087708
2025-09-07_00:40:38,"SD(400, 5)",follow,1,2,0.0,0.07836235204172166
2025-09-07_00:44:02,"SD(400, 5)",follow,2,0,0.0,0.08698644525734307
2025-09-07_01:13:05,"SD(400, 5)",follow,4,2,0.0,0.0954071421329784
2025-09-07_00:47:32,"SD(400, 5)",follow,2,1,0.0,0.10252035541051868
2025-09-07_00:54:28,"SD(400, 5)",follow,3,0,0.0,0.0917499089922577
2025-09-07_00:07:36,"SD(400, 5)",follow,1,0,0.0,0.0850239227683734
2025-09-07_01:01:54,"SD(400, 5)",follow,3,2,0.0,0.09395786388008373
2025-09-07_01:20:49,"SD(400, 5)",follow,5,1,0.338,0.14930455140167095
2025-09-07_00:24:52,"SD(400, 5)",follow,1,1,0.0,0.08678519282709059
2025-09-07_00:58:12,"SD(400, 5)",follow,3,1,0.0,0.09337328838124821
2025-09-07_01:05:44,"SD(400, 5)",follow,4,0,0.0,0.08023521327655643
2025-09-07_01:09:21,"SD(400, 5)",follow,4,1,0.0,0.09234608816116577
2025-09-08_20:15:14,"SD(400, 5)",follow,5,4,0.172,0.1615008198638759
2025-09-08_19:43:05,"SD(400, 5)",follow,2,5,0.0,0.0915960548629537
2025-09-08_19:59:01,"SD(400, 5)",follow,4,3,0.0,0.08800373578756651
2025-09-08_19:39:20,"SD(400, 5)",follow,2,4,0.0,0.07549760314626736
2025-09-08_19:13:37,"SD(400, 5)",follow,1,4,0.0,0.0802351876199866
2025-09-08_20:06:55,"SD(400, 5)",follow,4,5,0.0,0.08739611941219395
2025-09-08_18:54:52,"SD(400, 5)",follow,1,3,0.0,0.08014523803355182
2025-09-08_20:19:30,"SD(400, 5)",follow,5,5,0.156,0.12770645087884283
2025-09-08_19:55:12,"SD(400, 5)",follow,3,5,0.0,0.1009632701205947
2025-09-08_20:11:13,"SD(400, 5)",follow,5,3,0.0,0.10980600446400018
2025-09-08_20:03:07,"SD(400, 5)",follow,4,4,0.0,0.08404315488876013
2025-09-08_19:50:51,"SD(400, 5)",follow,3,4,0.0,0.07258112092978498
2025-09-08_19:31:52,"SD(400, 5)",follow,1,5,0.0,0.09477423697408793
2025-09-08_19:35:40,"SD(400, 5)",follow,2,3,0.0,0.07864997951645418
2025-09-08_19:47:05,"SD(400, 5)",follow,3,3,0.0,0.0940673432280757
2025-09-09_08:12:49,CC(1000),follow,5,3,0.346,0.31788109439477147
2025-09-09_06:22:33,CC(1000),follow,1,1,0.0,0.31483776381179446
2025-09-09_07:50:43,CC(1000),follow,4,2,0.27,0.3123716392095226
2025-09-09_07:05:46,CC(1000),follow,2,4,0.0,0.2923519985839515
2025-09-09_06:17:39,CC(1000),follow,1,0,0.0,0.2909716856992761
2025-09-09_07:57:17,CC(1000),follow,4,4,0.278,0.3128090698269803
2025-09-09_07:20:26,CC(1000),follow,3,1,0.0,0.2769569458941128
2025-09-09_06:36:27,CC(1000),follow,1,4,0.0,0.3354787654032127
2025-09-09_06:45:30,CC(1000),follow,2,0,0.0,0.3084018251329957
2025-09-09_06:32:00,CC(1000),follow,1,3,0.0,0.3327394324844725
2025-09-09_08:04:04,CC(1000),follow,5,0,0.348,0.3090430154828346
2025-09-09_06:41:46,CC(1000),follow,1,5,0.0,0.30876890354595726
2025-09-09_07:47:22,CC(1000),follow,4,1,0.274,0.308942765965549
2025-09-09_07:53:47,CC(1000),follow,4,3,0.276,0.335581626000172
2025-09-09_08:09:45,CC(1000),follow,5,2,0.36,0.32058724610190314
2025-09-09_07:25:09,CC(1000),follow,3,2,0.0,0.2865002317348485
2025-09-09_06:27:24,CC(1000),follow,1,2,0.0,0.30893853568168084
2025-09-09_08:19:04,CC(1000),follow,5,5,0.338,0.29786119657699317
2025-09-09_07:16:22,CC(1000),follow,3,0,0.0,0.257992837872144
2025-09-09_06:55:50,CC(1000),follow,2,2,0.0,0.2994543253961314
2025-09-09_06:50:33,CC(1000),follow,2,1,0.0,0.29667131071459907
2025-09-09_07:11:55,CC(1000),follow,2,5,0.0,0.30881167230793644
2025-09-09_07:34:37,CC(1000),follow,3,4,0.0,0.2879153229809963
2025-09-09_08:06:50,CC(1000),follow,5,1,0.382,0.32431604580251217
2025-09-09_07:01:00,CC(1000),follow,2,3,0.0,0.3007093225814603
2025-09-09_07:40:03,CC(1000),follow,3,5,0.0,0.3133341857789113
2025-09-09_08:16:05,CC(1000),follow,5,4,0.348,0.3164211241528849
2025-09-09_08:00:39,CC(1000),follow,4,5,0.272,0.29481290851988046
2025-09-09_07:44:21,CC(1000),follow,4,0,0.276,0.2770898018121396
2025-09-09_07:30:07,CC(1000),follow,3,3,0.0,0.30576575663027805
2025-09-09_00:06:26,CC(500),follow,5,5,0.35,0.2881028925594487
2025-09-08_23:46:55,CC(500),follow,4,5,0.276,0.298675134851768
2025-09-08_22:46:12,CC(500),follow,2,3,0.0,0.2780870951790923
2025-09-08_22:17:30,CC(500),follow,1,2,0.0,0.2990758192954804
2025-09-08_23:03:16,CC(500),follow,3,1,0.0,0.2901905187649683
2025-09-08_23:12:30,CC(500),follow,3,3,0.0,0.32545705699572913
2025-09-08_21:41:27,CC(500),follow,1,0,0.0,0.26565630658356104
2025-09-09_00:03:32,CC(500),follow,5,4,0.378,0.33950826846894894
2025-09-08_22:29:42,CC(500),follow,1,5,0.0,0.26590899149820557
2025-09-09_00:00:33,CC(500),follow,5,3,0.35,0.30793114745221123
2025-09-08_23:23:14,CC(500),follow,3,5,0.0,0.2967162174304322
2025-09-08_22:37:38,CC(500),follow,2,1,0.0,0.29805693889645946
2025-09-08_22:50:11,CC(500),follow,2,4,0.0,0.3106524987090381
2025-09-08_23:35:27,CC(500),follow,4,2,0.27,0.3247089555654533
2025-09-08_23:43:35,CC(500),follow,4,4,0.274,0.34563202914385177
2025-09-08_23:28:02,CC(500),follow,4,0,0.276,0.3065683209196808
2025-09-08_23:31:36,CC(500),follow,4,1,0.278,0.28339811769718604
2025-09-08_22:25:20,CC(500),follow,1,4,0.0,0.2833949783866685
2025-09-08_23:53:59,CC(500),follow,5,1,0.35,0.3162948038958755
2025-09-08_23:08:08,CC(500),follow,3,2,0.0,0.26542707725043924
2025-09-08_23:16:33,CC(500),follow,3,4,0.0,0.31466836222387445
2025-09-08_22:33:33,CC(500),follow,2,0,0.0,0.25879634214061964
2025-09-08_22:01:02,CC(500),follow,1,1,0.0,0.30668373977101276
2025-09-08_23:50:21,CC(500),follow,5,0,0.346,0.3234654300025654
2025-09-08_22:58:52,CC(500),follow,3,0,0.0,0.31717496587505006
2025-09-08_22:54:49,CC(500),follow,2,5,0.008,0.30455301777880234
2025-09-08_22:41:53,CC(500),follow,2,2,0.0,0.29708165776217094
2025-09-08_22:22:11,CC(500),follow,1,3,0.0,0.31003015891688684
2025-09-08_23:40:16,CC(500),follow,4,3,0.278,0.3079960346190169
2025-09-08_23:57:16,CC(500),follow,5,2,0.35,0.3158763050363591
