sim_id,alg,task_type,task_level,task_seed,col_chance,task_val
2025-09-08_23:54:22,"O-(400, 5)",reach_easy,4,0,0.0,24.0
2025-09-08_23:50:25,"O-(400, 5)",reach_easy,3,2,0.0,25.0
2025-09-09_00:24:42,"O-(400, 5)",reach_hard,1,1,0.082,3.0
2025-09-09_00:56:39,"O-(400, 5)",reach_hard,4,0,0.062,1.0
2025-09-08_23:25:54,"O-(400, 5)",reach_easy,1,1,0.0,22.0
2025-09-09_00:10:37,"O-(400, 5)",reach_easy,5,1,0.004,19.0
2025-09-09_01:09:17,"O-(400, 5)",reach_hard,5,0,0.036,1.0
2025-09-09_00:28:35,"O-(400, 5)",reach_hard,1,2,0.08,2.0
2025-09-08_23:21:22,"O-(400, 5)",reach_easy,1,0,0.0,27.0
2025-09-09_00:45:15,"O-(400, 5)",reach_hard,3,0,0.04,3.0
2025-09-08_23:46:40,"O-(400, 5)",reach_easy,3,1,0.0,25.0
2025-09-09_00:21:01,"SC(400, 5)",reach_easy,2,4,0.02,5.0
2025-09-08_23:58:24,"O-(400, 5)",reach_easy,4,1,0.0,24.0
2025-09-08_23:42:12,"O-(400, 5)",reach_easy,3,0,0.0,24.0
2025-09-09_00:36:50,"O-(400, 5)",reach_hard,2,1,0.002,2.0
2025-09-09_01:00:22,"O-(400, 5)",reach_hard,4,1,0.002,2.0
2025-09-08_23:29:32,"O-(400, 5)",reach_easy,1,2,0.0,27.0
2025-09-09_00:53:01,"O-(400, 5)",reach_hard,3,2,0.088,2.0
2025-09-09_00:41:28,"O-(400, 5)",reach_hard,2,2,0.038,0.0
2025-09-09_01:04:30,"O-(400, 5)",reach_hard,4,2,0.054,4.0
2025-09-09_00:15:01,"O-(400, 5)",reach_easy,5,2,0.014,24.0
2025-09-08_23:37:15,"O-(400, 5)",reach_easy,2,1,0.0,25.0
2025-09-09_00:32:36,"O-(400, 5)",reach_hard,2,0,0.0,4.0
2025-09-09_00:49:02,"O-(400, 5)",reach_hard,3,1,0.18,4.0
2025-09-09_12:40:58,"O-(400, 5)",reach_hard,5,3,0.0,4.0
2025-09-09_12:08:49,"O-(400, 5)",reach_hard,2,4,0.0,2.0
2025-09-09_11:29:21,"O-(400, 5)",reach_easy,4,3,0.0,26.0
2025-09-09_11:36:59,"O-(400, 5)",reach_easy,4,5,0.0,26.0
2025-09-09_11:33:09,"O-(400, 5)",reach_easy,4,4,0.0,29.0
2025-09-09_11:13:56,"O-(400, 5)",reach_easy,2,5,0.0,31.0
2025-09-09_12:44:48,"O-(400, 5)",reach_hard,5,4,0.03,2.0
2025-09-09_11:40:46,"O-(400, 5)",reach_easy,5,3,0.0,18.0
2025-09-09_12:29:10,"O-(400, 5)",reach_hard,4,3,0.028,2.0
2025-09-09_12:32:52,"O-(400, 5)",reach_hard,4,4,0.038,1.0
2025-09-09_12:25:21,"O-(400, 5)",reach_hard,3,5,0.196,1.0
2025-09-09_12:48:41,"O-(400, 5)",reach_hard,5,5,0.076,1.0
2025-09-09_11:25:45,"O-(400, 5)",reach_easy,3,5,0.0,19.0
2025-09-09_10:54:58,"O-(400, 5)",reach_easy,1,3,0.0,26.0
2025-09-09_10:58:46,"O-(400, 5)",reach_easy,1,4,0.0,33.0
2025-09-09_12:36:45,"O-(400, 5)",reach_hard,4,5,0.17,1.0
2025-09-09_11:06:22,"O-(400, 5)",reach_easy,2,3,0.0,26.0
2025-09-09_12:05:18,"O-(400, 5)",reach_hard,2,3,0.012,2.0
2025-09-09_11:02:45,"O-(400, 5)",reach_easy,1,5,0.0,23.0
2025-09-09_12:21:20,"O-(400, 5)",reach_hard,3,4,0.014,1.0
2025-09-09_11:10:17,CC(1000),reach_hard,1,2,0.0,24.0
2025-09-09_12:01:52,"O-(400, 5)",reach_hard,1,5,0.17,2.0
2025-09-09_11:58:33,"O-(400, 5)",reach_hard,1,4,0.016,2.0
2025-09-09_11:49:18,"O-(400, 5)",reach_easy,5,5,0.0,18.0
2025-09-09_11:17:38,"O-(400, 5)",reach_easy,3,3,0.0,25.0
2025-09-09_11:21:55,"O-(400, 5)",reach_easy,3,4,0.0,27.0
2025-09-09_11:54:04,"O-(400, 5)",reach_hard,1,3,0.098,2.0
2025-09-09_12:12:53,"O-(400, 5)",reach_hard,2,5,0.14,3.0
2025-09-09_11:45:19,"O-(400, 5)",reach_easy,5,4,0.018,19.0
2025-09-09_12:17:24,"O-(400, 5)",reach_hard,3,3,0.028,2.0
2025-09-09_18:36:21,"O-(400, 5)",reach_easy,2,2,0.0,32.0
2025-09-09_00:46:54,"SC(1600, 5)",reach_easy,1,2,0.0,29.0
2025-09-09_02:10:14,"SC(1600, 5)",reach_hard,2,0,0.224,2.0
2025-09-09_00:49:19,"SC(1600, 5)",reach_easy,1,3,0.0,25.0
2025-09-09_03:02:34,"SC(1600, 5)",reach_hard,5,4,0.374,1.0
2025-09-09_02:26:42,"SC(1600, 5)",reach_hard,3,1,0.156,8.0
2025-09-09_01:03:05,"SC(1600, 5)",reach_easy,2,2,0.0,27.0
2025-09-09_02:24:19,"SC(1600, 5)",reach_hard,3,0,0.232,2.0
2025-09-09_02:33:27,"SC(1600, 5)",reach_hard,3,4,0.1,6.0
2025-09-09_01:10:21,"SC(1600, 5)",reach_easy,2,5,0.0,15.0
2025-09-09_01:39:47,"SC(1600, 5)",reach_easy,4,5,0.0,25.0
2025-09-09_02:04:03,"SC(1600, 5)",reach_hard,1,3,0.128,12.0
2025-09-09_02:01:53,"SC(1600, 5)",reach_hard,1,2,0.16,20.0
2025-09-09_02:45:10,"SC(1600, 5)",reach_hard,4,3,0.14,7.0
2025-09-09_01:37:29,"SC(1600, 5)",reach_easy,4,4,0.0,25.0
2025-09-09_01:35:05,"SC(1600, 5)",reach_easy,4,3,0.0,19.0
2025-09-09_01:17:27,"SC(1600, 5)",reach_easy,3,2,0.0,25.0
2025-09-09_02:52:59,"SC(1600, 5)",reach_hard,5,0,0.14,4.0
2025-09-09_02:12:38,"SC(1600, 5)",reach_hard,2,1,0.168,6.0
2025-09-09_02:42:45,"SC(1600, 5)",reach_hard,4,2,0.04,6.0
2025-09-09_01:29:59,"SC(1600, 5)",reach_easy,4,1,0.0,25.0
2025-09-09_01:05:46,"SC(1600, 5)",reach_easy,2,3,0.0,25.0
2025-09-09_01:47:20,"SC(1600, 5)",reach_easy,5,2,0.116,14.0
2025-09-09_01:22:44,"SC(1600, 5)",reach_easy,3,4,0.0,27.0
2025-09-09_01:27:37,"SC(1600, 5)",reach_easy,4,0,0.0,20.0
2025-09-09_01:57:29,"SC(1600, 5)",reach_hard,1,0,0.412,2.0
2025-09-09_01:15:02,"SC(1600, 5)",reach_easy,3,1,0.0,14.0
2025-09-09_01:42:10,"SC(1600, 5)",reach_easy,5,0,0.124,15.0
2025-09-09_02:17:40,"SC(1600, 5)",reach_hard,2,3,0.104,5.0
2025-09-09_00:54:01,"SC(1600, 5)",reach_easy,1,5,0.0,18.0
2025-09-09_02:22:04,"SC(1600, 5)",reach_hard,2,5,0.216,5.0
2025-09-09_02:08:07,"SC(1600, 5)",reach_hard,1,5,0.164,14.0
2025-09-09_02:35:41,"SC(1600, 5)",reach_hard,3,5,0.232,8.0
2025-09-09_03:00:16,"SC(1600, 5)",reach_hard,5,3,0.138,4.0
2025-09-09_01:49:42,"SC(1600, 5)",reach_easy,5,3,0.146,18.0
2025-09-09_02:19:54,"SC(1600, 5)",reach_hard,2,4,0.136,4.0
2025-09-09_02:06:09,"SC(1600, 5)",reach_hard,1,4,0.132,8.0
2025-09-09_01:54:35,"SC(1600, 5)",reach_easy,5,5,0.33,2.0
2025-09-09_03:05:02,"SC(1600, 5)",reach_hard,5,5,0.188,1.0
2025-09-09_01:52:15,"SC(1600, 5)",reach_easy,5,4,0.118,17.0
2025-09-09_01:00:12,"SC(1600, 5)",reach_easy,2,1,0.0,14.0
2025-09-09_01:32:49,"SC(1600, 5)",reach_easy,4,2,0.0,26.0
2025-09-09_01:25:16,"SC(1600, 5)",reach_easy,3,5,0.0,22.0
2025-09-09_01:59:43,"SC(1600, 5)",reach_hard,1,1,0.172,12.0
2025-09-09_00:44:08,"SC(1600, 5)",reach_easy,1,1,0.0,28.0
2025-09-09_00:41:58,"SC(1600, 5)",reach_easy,1,0,0.0,27.0
2025-09-09_01:20:25,"SC(1600, 5)",reach_easy,3,3,0.0,25.0
2025-09-09_02:28:55,"SC(1600, 5)",reach_hard,3,2,0.102,7.0
2025-09-09_02:55:24,"SC(1600, 5)",reach_hard,5,1,0.138,8.0
2025-09-09_02:31:12,"SC(1600, 5)",reach_hard,3,3,0.152,5.0
2025-09-09_01:44:56,"SC(1600, 5)",reach_easy,5,1,0.314,1.0
2025-09-09_01:12:47,"SC(1600, 5)",reach_easy,3,0,0.0,23.0
2025-09-09_02:37:55,"SC(1600, 5)",reach_hard,4,0,0.244,2.0
2025-09-09_02:40:24,"SC(1600, 5)",reach_hard,4,1,0.212,7.0
2025-09-09_01:08:08,"SC(1600, 5)",reach_easy,2,4,0.0,22.0
2025-09-09_00:56:11,"SC(1600, 5)",reach_easy,2,0,0.0,19.0
2025-09-09_02:47:30,"SC(1600, 5)",reach_hard,4,4,0.116,2.0
2025-09-09_02:57:51,"SC(1600, 5)",reach_hard,5,2,0.084,13.0
2025-09-09_02:15:20,"SC(1600, 5)",reach_hard,2,2,0.084,15.0
2025-09-09_00:51:33,"SC(1600, 5)",reach_easy,1,4,0.0,23.0
2025-09-09_02:50:19,"SC(1600, 5)",reach_hard,4,5,0.336,5.0
2025-09-09_01:34:29,"SC(400, 5)",reach_hard,3,0,0.256,6.0
2025-09-09_01:32:27,"SC(400, 5)",reach_hard,2,5,0.14,0.0
2025-09-09_00:49:16,"SC(400, 5)",reach_easy,4,4,0.014,14.0
2025-09-09_01:15:19,"SC(400, 5)",reach_hard,1,3,0.128,9.0
2025-09-09_01:47:45,"SC(400, 5)",reach_hard,4,0,0.22,5.0
2025-09-09_00:32:18,"SC(400, 5)",reach_easy,3,3,0.0,11.0
2025-09-09_00:34:26,"SC(400, 5)",reach_easy,3,4,0.0,15.0
2025-09-09_02:05:25,"SC(400, 5)",reach_hard,5,2,0.306,2.0
2025-09-09_01:45:33,"SC(400, 5)",reach_hard,3,5,0.104,0.0
2025-09-09_01:58:49,"SC(400, 5)",reach_hard,4,5,0.12,0.0
2025-09-09_00:03:25,"SC(400, 5)",reach_easy,1,2,0.0,10.0
2025-09-09_00:18:32,"SC(400, 5)",reach_easy,2,3,0.0,12.0
2025-09-09_01:38:28,"SC(400, 5)",reach_hard,3,2,0.274,0.0
2025-09-09_01:40:56,"SC(400, 5)",reach_hard,3,3,0.088,9.0
2025-09-09_01:28:18,"SC(400, 5)",reach_hard,2,3,0.244,4.0
2025-09-09_01:17:36,"SC(400, 5)",reach_hard,1,4,0.24,3.0
2025-09-09_00:28:05,"SC(400, 5)",reach_easy,3,1,0.0,11.0
2025-09-09_01:21:34,"SC(400, 5)",reach_hard,2,0,0.096,3.0
2025-09-09_00:01:21,"SC(400, 5)",reach_easy,1,1,0.0,11.0
2025-09-09_01:56:19,"SC(400, 5)",reach_hard,4,4,0.046,1.0
2025-09-09_02:08:15,"SC(400, 5)",reach_hard,5,3,0.09,3.0
2025-09-09_00:51:30,"SC(400, 5)",reach_easy,4,5,0.0,8.0
2025-09-09_00:11:41,"SC(400, 5)",reach_easy,2,0,0.0,12.0
2025-09-09_02:12:45,"SC(400, 5)",reach_hard,5,5,0.394,0.0
2025-09-09_01:26:17,"SC(400, 5)",reach_hard,2,2,0.2,5.0
2025-09-09_00:37:21,"SC(400, 5)",reach_easy,3,5,0.0,4.0
2025-09-09_01:23:46,"SC(400, 5)",reach_hard,2,1,0.028,3.0
2025-09-09_00:05:12,"SC(400, 5)",reach_easy,1,3,0.0,16.0
2025-09-09_01:10:56,"SC(400, 5)",reach_hard,1,1,0.172,5.0
2025-09-09_00:40:27,"SC(400, 5)",reach_easy,4,0,0.0,11.0
2025-09-09_01:12:44,"SC(400, 5)",reach_hard,1,2,0.176,6.0
2025-09-09_01:02:25,"SC(400, 5)",reach_easy,5,3,0.086,7.0
2025-09-09_00:23:27,"SC(400, 5)",reach_easy,2,5,0.044,6.0
2025-09-09_00:55:02,"SC(400, 5)",reach_easy,5,0,0.182,7.0
2025-09-09_01:49:44,"SC(400, 5)",reach_hard,4,1,0.092,4.0
2025-09-08_23:59:02,"SC(400, 5)",reach_easy,1,0,0.156,12.0
2025-09-09_01:36:29,"SC(400, 5)",reach_hard,3,1,0.092,3.0
2025-09-09_01:54:05,"SC(400, 5)",reach_hard,4,3,0.206,3.0
2025-09-09_01:42:57,"SC(400, 5)",reach_hard,3,4,0.042,2.0
2025-09-09_02:03:14,"SC(400, 5)",reach_hard,5,1,0.158,5.0
2025-09-09_00:16:27,"SC(400, 5)",reach_easy,2,2,0.0,8.0
2025-09-09_00:57:10,"SC(400, 5)",reach_easy,5,1,0.278,0.0
2025-09-09_00:21:01,"SC(400, 5)",reach_easy,2,4,0.02,5.0
2025-09-09_00:44:45,"SC(400, 5)",reach_easy,4,2,0.0,6.0
2025-09-09_01:51:48,"SC(400, 5)",reach_hard,4,2,0.148,1.0
2025-09-09_02:10:28,"SC(400, 5)",reach_hard,5,4,0.366,1.0
2025-09-09_01:06:47,"SC(400, 5)",reach_easy,5,5,0.166,10.0
2025-09-09_00:30:13,"SC(400, 5)",reach_easy,3,2,0.0,11.0
2025-09-09_01:30:24,"SC(400, 5)",reach_hard,2,4,0.08,3.0
2025-09-09_00:46:48,"SC(400, 5)",reach_easy,4,3,0.0,12.0
2025-09-09_01:19:43,"SC(400, 5)",reach_hard,1,5,0.156,2.0
2025-09-09_00:07:04,"SC(400, 5)",reach_easy,1,4,0.0,12.0
2025-09-09_00:09:43,"SC(400, 5)",reach_easy,1,5,0.0,8.0
2025-09-09_00:42:33,"SC(400, 5)",reach_easy,4,1,0.0,8.0
2025-09-09_01:09:02,"SC(400, 5)",reach_hard,1,0,0.264,3.0
2025-09-09_00:25:35,"SC(400, 5)",reach_easy,3,0,0.0,12.0
2025-09-09_00:13:55,"SC(400, 5)",reach_easy,2,1,0.0,11.0
2025-09-09_00:59:48,"SC(400, 5)",reach_easy,5,2,0.08,9.0
2025-09-09_02:00:58,"SC(400, 5)",reach_hard,5,0,0.312,0.0
2025-09-09_01:04:35,"SC(400, 5)",reach_easy,5,4,0.248,5.0
2025-09-09_12:24:57,"SD(400, 5)",reach_hard,3,5,0.622,18.0
2025-09-09_10:57:38,"SD(400, 5)",reach_easy,1,3,0.0,38.0
2025-09-09_12:09:28,"SD(400, 5)",reach_hard,2,4,0.39,18.0
2025-09-09_12:29:11,"SD(400, 5)",reach_hard,4,3,0.508,19.0
2025-09-09_11:58:21,"SD(400, 5)",reach_hard,1,4,0.898,11.0
2025-09-09_11:01:47,"SD(400, 5)",reach_easy,1,4,0.0,42.0
2025-09-09_12:45:47,"SD(400, 5)",reach_hard,5,5,0.258,11.0
2025-09-09_11:23:29,"SD(400, 5)",reach_easy,3,4,0.0,40.0
2025-09-09_11:30:33,"SD(400, 5)",reach_easy,4,3,0.0,33.0
2025-09-09_11:09:03,"SD(400, 5)",reach_easy,2,3,0.0,33.0
2025-09-09_12:12:56,"SD(400, 5)",reach_hard,2,5,0.738,10.0
2025-09-09_12:16:37,"SD(400, 5)",reach_hard,3,3,0.532,19.0
2025-09-09_11:41:25,"SD(400, 5)",reach_easy,5,3,0.06,33.0
2025-09-09_11:26:57,"SD(400, 5)",reach_easy,3,5,0.0,38.0
2025-09-09_11:16:17,"SD(400, 5)",reach_easy,2,5,0.0,37.0
2025-09-09_12:33:16,"SD(400, 5)",reach_hard,4,4,0.71,10.0
2025-09-09_11:37:56,"SD(400, 5)",reach_easy,4,5,0.0,37.0
2025-09-09_12:37:11,"SD(400, 5)",reach_hard,4,5,0.252,12.0
2025-09-09_11:12:31,"SD(400, 5)",reach_easy,2,4,0.0,43.0
2025-09-09_12:41:44,"SD(400, 5)",reach_hard,5,4,0.738,13.0
2025-09-09_11:45:27,"SD(400, 5)",reach_easy,5,4,0.048,30.0
2025-09-09_12:02:15,"SD(400, 5)",reach_hard,1,5,0.47,14.0
2025-09-09_12:05:53,"SD(400, 5)",reach_hard,2,3,0.472,23.0
2025-09-09_11:55:05,"SD(400, 5)",reach_hard,1,3,0.626,18.0
2025-09-09_11:19:48,"SD(400, 5)",reach_easy,3,3,0.0,33.0
2025-09-09_11:49:26,"SD(400, 5)",reach_easy,5,5,0.028,22.0
2025-09-09_11:05:11,"SD(400, 5)",reach_easy,1,5,0.0,38.0
2025-09-09_11:34:11,"SD(400, 5)",reach_easy,4,4,0.0,38.0
2025-09-09_12:20:21,"SD(400, 5)",reach_hard,3,4,0.748,11.0
2025-09-07_03:45:03,"SD(400, 5)",reach_hard,3,1,0.614,12.0
2025-09-07_03:30:19,"SD(400, 5)",reach_hard,2,0,0.428,20.0
2025-09-07_02:28:10,"SD(400, 5)",reach_easy,1,1,0.0,32.0
2025-09-07_03:19:16,"SD(400, 5)",reach_hard,1,0,0.784,19.0
2025-09-07_03:23:04,"SD(400, 5)",reach_hard,1,1,0.688,13.0
2025-09-07_02:56:29,"SD(400, 5)",reach_easy,4,0,0.0,38.0
2025-09-07_02:38:38,"SD(400, 5)",reach_easy,2,1,0.0,34.0
2025-09-07_02:31:37,"SD(400, 5)",reach_easy,1,2,0.0,49.0
2025-09-07_02:35:06,"SD(400, 5)",reach_easy,2,0,0.0,37.0
2025-09-07_03:15:20,"SD(400, 5)",reach_easy,5,2,0.0,38.0
2025-09-07_03:56:34,"SD(400, 5)",reach_hard,4,1,0.614,12.0
2025-09-07_03:38:09,"SD(400, 5)",reach_hard,2,2,0.644,13.0
2025-09-07_04:00:39,"SD(400, 5)",reach_hard,4,2,0.238,12.0
2025-09-07_04:12:27,"SD(400, 5)",reach_hard,5,2,0.156,8.0
2025-09-07_02:42:10,"SD(400, 5)",reach_easy,2,2,0.0,51.0
2025-09-07_02:49:28,"SD(400, 5)",reach_easy,3,1,0.0,34.0
2025-09-07_03:11:29,"SD(400, 5)",reach_easy,5,1,0.238,29.0
2025-09-07_03:33:47,"SD(400, 5)",reach_hard,2,1,0.916,5.0
2025-09-07_03:04:08,"SD(400, 5)",reach_easy,4,2,0.0,45.0
2025-09-07_04:08:24,"SD(400, 5)",reach_hard,5,1,0.526,11.0
2025-09-07_03:00:32,"SD(400, 5)",reach_easy,4,1,0.058,33.0
2025-09-07_03:07:37,"SD(400, 5)",reach_easy,5,0,0.0,36.0
2025-09-07_03:26:38,"SD(400, 5)",reach_hard,1,2,0.574,24.0
2025-09-07_03:52:48,"SD(400, 5)",reach_hard,4,0,0.406,13.0
2025-09-07_02:24:49,"SD(400, 5)",reach_easy,1,0,0.0,47.0
2025-09-07_02:53:00,"SD(400, 5)",reach_easy,3,2,0.0,49.0
2025-09-07_03:48:58,"SD(400, 5)",reach_hard,3,2,0.63,12.0
2025-09-07_03:41:35,"SD(400, 5)",reach_hard,3,0,0.308,13.0
2025-09-07_02:45:56,"SD(400, 5)",reach_easy,3,0,0.0,38.0
2025-09-07_04:04:32,"SD(400, 5)",reach_hard,5,0,0.356,14.0
2025-09-09_18:37:56,"SD(400, 5)",reach_hard,5,3,0.48,13.0
2025-09-09_09:58:44,CC(1000),reach_easy,3,1,0.272,1.0
2025-09-09_09:52:35,CC(1000),reach_easy,2,4,0.0,0.0
2025-09-09_10:13:28,CC(1000),reach_easy,4,0,0.074,1.0
2025-09-09_15:45:07,CC(1000),reach_hard,5,1,0.35,0.0
2025-09-09_12:27:13,CC(1000),reach_hard,2,2,0.0,0.0
2025-09-09_10:41:41,CC(1000),reach_easy,5,4,0.248,0.0
2025-09-09_10:09:40,CC(1000),reach_easy,3,4,0.0,0.0
2025-09-09_10:26:00,CC(1000),reach_easy,4,4,0.134,0.0
2025-09-09_10:15:34,CC(1000),reach_easy,4,1,0.354,1.0
2025-09-09_09:41:38,CC(1000),reach_easy,2,1,0.272,1.0
2025-09-09_11:10:17,CC(1000),reach_hard,1,2,0.0,24.0
2025-09-09_13:46:33,CC(1000),reach_hard,3,2,0.0,0.0
2025-09-09_12:43:19,CC(1000),reach_hard,2,3,0.0,0.0
2025-09-09_14:02:47,CC(1000),reach_hard,3,3,0.0,0.0
2025-09-09_15:09:09,CC(1000),reach_hard,4,3,0.276,0.0
2025-09-09_10:24:05,CC(1000),reach_easy,4,3,0.162,2.0
2025-09-09_13:09:51,CC(1000),reach_hard,2,5,0.0,0.0
2025-09-09_09:34:26,CC(1000),reach_easy,1,3,0.0,1.0
2025-09-09_16:05:20,CC(1000),reach_hard,5,4,0.35,0.0
2025-09-09_10:17:45,CC(1000),reach_easy,4,2,0.276,1.0
2025-09-09_09:37:49,CC(1000),reach_easy,1,5,0.0,2.0
2025-09-09_11:01:41,CC(1000),reach_hard,1,1,0.0,0.0
2025-09-09_09:39:26,CC(1000),reach_easy,2,0,0.0,1.0
2025-09-09_09:43:34,CC(1000),reach_easy,2,2,0.0,0.0
2025-09-09_16:00:04,CC(1000),reach_hard,5,3,0.35,0.0
2025-09-09_12:17:02,CC(1000),reach_hard,2,1,0.0,0.0
2025-09-09_10:46:09,CC(1000),reach_hard,1,0,0.0,0.0
2025-09-09_09:22:18,CC(1000),reach_easy,1,0,0.0,3.0
2025-09-09_14:12:25,CC(1000),reach_hard,3,4,0.0,0.0
2025-09-09_10:32:03,CC(1000),reach_easy,5,1,0.292,1.0
2025-09-09_13:20:09,CC(1000),reach_hard,3,0,0.0,0.0
2025-09-09_10:11:32,CC(1000),reach_easy,3,5,0.0,1.0
2025-09-09_13:36:23,CC(1000),reach_hard,3,1,0.0,0.0
2025-09-09_10:43:44,CC(1000),reach_easy,5,5,0.348,0.0
2025-09-09_15:17:19,CC(1000),reach_hard,4,4,0.276,0.0
2025-09-09_12:53:22,CC(1000),reach_hard,2,4,0.0,0.0
2025-09-09_15:35:57,CC(1000),reach_hard,5,0,0.35,0.0
2025-09-09_10:29:52,CC(1000),reach_easy,5,0,0.428,2.0
2025-09-09_14:57:49,CC(1000),reach_hard,4,2,0.276,0.0
2025-09-09_10:39:31,CC(1000),reach_easy,5,3,0.3,2.0
2025-09-09_14:39:22,CC(1000),reach_hard,4,0,0.276,0.0
2025-09-09_16:15:01,CC(1000),reach_hard,5,5,0.35,0.0
2025-09-09_15:29:00,CC(1000),reach_hard,4,5,0.276,0.0
2025-09-09_09:54:27,CC(1000),reach_easy,2,5,0.0,1.0
2025-09-09_09:24:14,CC(1000),reach_easy,1,1,0.0,2.0
2025-09-09_11:35:13,CC(1000),reach_hard,1,4,0.0,0.0
2025-09-09_09:26:06,CC(1000),reach_easy,1,2,0.0,2.0
2025-09-09_09:36:05,CC(1000),reach_easy,1,4,0.0,1.0
2025-09-09_09:56:26,CC(1000),reach_easy,3,0,0.0,1.0
2025-09-09_10:34:10,CC(1000),reach_easy,5,2,0.35,1.0
2025-09-09_10:07:41,CC(1000),reach_easy,3,3,0.0,2.0
2025-09-09_14:50:28,CC(1000),reach_hard,4,1,0.276,0.0
2025-09-09_10:27:53,CC(1000),reach_easy,4,5,0.03,2.0
2025-09-09_10:00:42,CC(1000),reach_easy,3,2,0.0,0.0
2025-09-09_12:00:50,CC(1000),reach_hard,2,0,0.0,0.0
2025-09-09_14:28:59,CC(1000),reach_hard,3,5,0.0,0.0
2025-09-09_09:50:40,CC(1000),reach_easy,2,3,0.0,2.0
2025-09-09_11:26:15,CC(1000),reach_hard,1,3,0.0,0.0
2025-09-09_11:51:47,CC(1000),reach_hard,1,5,0.0,0.0
2025-09-09_15:50:39,CC(1000),reach_hard,5,2,0.35,0.0
2025-09-09_06:38:11,CC(500),reach_hard,5,0,0.35,0.0
2025-09-09_02:09:13,CC(500),reach_easy,3,1,0.272,1.0
2025-09-09_03:18:01,CC(500),reach_hard,1,2,0.0,0.0
2025-09-09_02:01:11,CC(500),reach_easy,2,4,0.25,2.0
2025-09-09_01:33:42,CC(500),reach_easy,1,2,0.0,2.0
2025-09-09_02:45:29,CC(500),reach_easy,5,1,0.29,1.0
2025-09-09_06:03:33,CC(500),reach_hard,4,1,0.276,0.0
2025-09-09_04:07:32,CC(500),reach_hard,2,1,0.0,0.0
2025-09-09_05:34:55,CC(500),reach_hard,3,4,0.0,0.0
2025-09-09_06:17:42,CC(500),reach_hard,4,3,0.276,0.0
2025-09-09_02:18:32,CC(500),reach_easy,3,3,0.0,2.0
2025-09-09_07:13:59,CC(500),reach_hard,5,5,0.35,0.0
2025-09-09_01:31:25,CC(500),reach_easy,1,1,0.0,2.0
2025-09-09_04:55:26,CC(500),reach_hard,3,0,0.0,0.0
2025-09-09_01:47:08,CC(500),reach_easy,2,0,0.0,2.0
2025-09-09_06:58:47,CC(500),reach_hard,5,3,0.35,0.0
2025-09-09_01:42:31,CC(500),reach_easy,1,4,0.0,1.0
2025-09-09_02:35:21,CC(500),reach_easy,4,3,0.132,2.0
2025-09-09_06:09:10,CC(500),reach_hard,4,2,0.276,0.0
2025-09-09_02:27:53,CC(500),reach_easy,4,1,0.354,1.0
2025-09-09_05:07:23,CC(500),reach_hard,3,1,0.0,0.0
2025-09-09_02:52:36,CC(500),reach_easy,5,3,0.342,2.0
2025-09-09_01:58:50,CC(500),reach_easy,2,3,0.0,2.0
2025-09-09_02:11:28,CC(500),reach_easy,3,2,0.0,2.0
2025-09-09_06:32:02,CC(500),reach_hard,4,5,0.276,0.0
2025-09-09_02:25:35,CC(500),reach_easy,4,0,0.082,1.0
2025-09-09_02:38:03,CC(500),reach_easy,4,4,0.296,2.0
2025-09-09_05:15:12,CC(500),reach_hard,3,2,0.0,0.0
2025-09-09_04:27:21,CC(500),reach_hard,2,3,0.0,0.0
2025-09-09_02:06:51,CC(500),reach_easy,3,0,0.0,1.0
2025-09-09_01:40:27,CC(500),reach_easy,1,3,0.0,1.0
2025-09-09_02:40:26,CC(500),reach_easy,4,5,0.22,1.0
2025-09-09_05:27:22,CC(500),reach_hard,3,3,0.0,0.0
2025-09-09_03:36:53,CC(500),reach_hard,1,4,0.0,0.0
2025-09-09_01:51:45,CC(500),reach_easy,2,2,0.0,2.0
2025-09-09_02:03:39,CC(500),reach_easy,2,5,0.0,1.0
2025-09-09_02:57:21,CC(500),reach_easy,5,5,0.404,0.0
2025-09-09_02:47:54,CC(500),reach_easy,5,2,0.35,1.0
2025-09-09_02:43:12,CC(500),reach_easy,5,0,0.428,2.0
2025-09-09_02:54:58,CC(500),reach_easy,5,4,0.248,0.0
2025-09-09_02:59:47,CC(500),reach_hard,1,0,0.0,0.0
2025-09-09_02:30:02,CC(500),reach_easy,4,2,0.276,1.0
2025-09-09_01:28:19,CC(500),reach_easy,1,0,0.0,3.0
2025-09-09_01:49:29,CC(500),reach_easy,2,1,0.272,1.0
2025-09-09_04:47:02,CC(500),reach_hard,2,5,0.0,0.0
2025-09-09_07:06:27,CC(500),reach_hard,5,4,0.35,0.0
2025-09-09_03:29:54,CC(500),reach_hard,1,3,0.0,0.0
2025-09-09_03:11:15,CC(500),reach_hard,1,1,0.0,0.0
2025-09-09_05:47:06,CC(500),reach_hard,3,5,0.0,0.0
2025-09-09_05:54:58,CC(500),reach_hard,4,0,0.276,0.0
2025-09-09_01:45:03,CC(500),reach_easy,1,5,0.0,1.0
2025-09-09_04:34:56,CC(500),reach_hard,2,4,0.0,0.0
2025-09-09_03:55:40,CC(500),reach_hard,2,0,0.0,0.0
2025-09-09_04:15:12,CC(500),reach_hard,2,2,0.0,0.0
2025-09-09_06:23:25,CC(500),reach_hard,4,4,0.276,0.0
2025-09-09_02:20:41,CC(500),reach_easy,3,4,0.248,2.0
2025-09-09_06:45:24,CC(500),reach_hard,5,1,0.35,0.0
