sim_id,alg,task_type,task_level,task_seed,col_chance,task_val
2025-09-09_00:51:38_R_ur5e_N4_ACC_Tbin_s4_l3,CC(500),bin,3,4,0.0,0.0
2025-09-09_01:10:25_R_ur5e_N4_ACC_Tbin_s5_l4,CC(500),bin,4,5,0.0,0.0
2025-09-09_01:18:09_R_ur5e_N4_ACC_Tbin_s2_l5,CC(500),bin,5,2,0.0,0.0
2025-09-09_01:25:47_R_ur5e_N4_ACC_Tbin_s5_l5,CC(500),bin,5,5,0.0,0.0
2025-09-09_01:15:46_R_ur5e_N4_ACC_Tbin_s1_l5,CC(500),bin,5,1,0.0,0.0
2025-09-09_00:38:51_R_ur5e_N4_ACC_Tbin_s5_l2,CC(500),bin,2,5,0.0,0.0
2025-09-09_00:41:28_R_ur5e_N4_ACC_Tbin_s0_l3,CC(500),bin,3,0,0.0,0.0
2025-09-09_01:13:10_R_ur5e_N4_ACC_Tbin_s0_l5,CC(500),bin,5,0,0.0,0.0
2025-09-09_01:22:59_R_ur5e_N4_ACC_Tbin_s4_l5,CC(500),bin,5,4,0.0,0.0
2025-09-09_00:46:57_R_ur5e_N4_ACC_Tbin_s2_l3,CC(500),bin,3,2,0.0,0.0
2025-09-09_00:58:51_R_ur5e_N4_ACC_Tbin_s1_l4,CC(500),bin,4,1,0.004,1.0
2025-09-09_00:53:48_R_ur5e_N4_ACC_Tbin_s5_l3,CC(500),bin,3,5,0.0,0.0
2025-09-09_00:28:55_R_ur5e_N4_ACC_Tbin_s1_l2,CC(500),bin,2,1,0.0,0.0
2025-09-09_00:24:34_R_ur5e_N4_ACC_Tbin_s5_l1,CC(500),bin,1,5,0.0,2.0
2025-09-09_00:49:14_R_ur5e_N4_ACC_Tbin_s3_l3,CC(500),bin,3,3,0.0,0.0
2025-09-09_01:02:40_R_ur5e_N4_ACC_Tbin_s2_l4,CC(500),bin,4,2,0.0,0.0
2025-09-08_07:14:33_R_ur5e_N4_AO_Treach_s0_l10,"O(400, 1)",reach_hard,5,0,0.044,8.0
2025-09-08_05:48:45_R_ur5e_N4_AO_Treach_s2_l5,"O(400, 1)",reach_easy,5,2,0.024,27.0
2025-09-08_07:17:54_R_ur5e_N4_AO_Treach_s1_l10,"O(400, 1)",reach_hard,5,1,0.232,7.0
2025-09-08_05:24:05_R_ur5e_N4_AO_Treach_s0_l4,"O(400, 1)",reach_easy,4,0,0.0,27.0
2025-09-08_06:23:04_R_ur5e_N4_AO_Treach_s1_l7,"O(400, 1)",reach_hard,2,1,0.004,8.0
2025-09-08_06:59:05_R_ur5e_N4_AO_Treach_s1_l9,"O(400, 1)",reach_hard,4,1,0.0,5.0
2025-09-08_04:47:46_R_ur5e_N4_AO_Treach_s0_l2,"O(400, 1)",reach_easy,2,0,0.0,27.0
2025-09-08_05:42:25_R_ur5e_N4_AO_Treach_s0_l5,"O(400, 1)",reach_easy,5,0,0.014,26.0
2025-09-08_05:45:37_R_ur5e_N4_AO_Treach_s1_l5,"O(400, 1)",reach_easy,5,1,0.064,19.0
2025-09-08_06:56:23_R_ur5e_N4_AO_Treach_s0_l9,"O(400, 1)",reach_hard,4,0,0.006,9.0
2025-09-08_05:30:04_R_ur5e_N4_AO_Treach_s2_l4,"O(400, 1)",reach_easy,4,2,0.0,33.0
2025-09-08_07:21:01_R_ur5e_N4_AO_Treach_s2_l10,"O(400, 1)",reach_hard,5,2,0.0,8.0
2025-09-08_04:35:31_R_ur5e_N4_AO_Treach_s2_l1,"O(400, 1)",reach_easy,1,2,0.0,36.0
2025-09-08_06:07:33_R_ur5e_N4_AO_Treach_s2_l6,"O(400, 1)",reach_hard,1,2,0.0,12.0
2025-09-08_06:19:52_R_ur5e_N4_AO_Treach_s0_l7,"O(400, 1)",reach_hard,2,0,0.0,8.0
2025-09-08_05:11:34_R_ur5e_N4_AO_Treach_s2_l3,"O(400, 1)",reach_easy,3,2,0.0,32.0
2025-09-08_04:32:31_R_ur5e_N4_AO_Treach_s1_l1,"O(400, 1)",reach_easy,1,1,0.0,28.0
2025-09-09_11:20:33_R_ur5e_N4_AO_Treach_s4_l3,"O(400, 1)",reach_easy,3,4,0.0,29.0
2025-09-09_12:00:49_R_ur5e_N4_AO_Treach_s5_l7,"O(400, 1)",reach_hard,2,5,0.076,7.0
2025-09-09_12:07:04_R_ur5e_N4_AO_Treach_s4_l8,"O(400, 1)",reach_hard,3,4,0.0,8.0
2025-09-09_12:25:49_R_ur5e_N4_AO_Treach_s4_l10,"O(400, 1)",reach_hard,5,4,0.224,9.0
2025-09-09_11:11:48_R_ur5e_N4_AO_Treach_s4_l2,"O(400, 1)",reach_easy,2,4,0.0,25.0
2025-09-09_12:16:00_R_ur5e_N4_AO_Treach_s4_l9,"O(400, 1)",reach_hard,4,4,0.0,10.0
2025-09-09_11:46:20_R_ur5e_N4_AO_Treach_s3_l6,"O(400, 1)",reach_hard,1,3,0.0,10.0
2025-09-09_12:28:56_R_ur5e_N4_AO_Treach_s5_l10,"O(400, 1)",reach_hard,5,5,0.0,4.0
2025-09-09_11:00:10_R_ur5e_N4_AO_Treach_s3_l1,"O(400, 1)",reach_easy,1,3,0.0,29.0
2025-09-09_12:22:40_R_ur5e_N4_AO_Treach_s3_l10,"O(400, 1)",reach_hard,5,3,0.066,7.0
2025-09-09_11:36:25_R_ur5e_N4_AO_Treach_s3_l5,"O(400, 1)",reach_easy,5,3,0.044,21.0
2025-09-09_11:17:44_R_ur5e_N4_AO_Treach_s3_l3,"O(400, 1)",reach_easy,3,3,0.0,30.0
2025-09-09_11:23:26_R_ur5e_N4_AO_Treach_s5_l3,"O(400, 1)",reach_easy,3,5,0.0,20.0
2025-09-09_11:14:46_R_ur5e_N4_AO_Treach_s5_l2,"O(400, 1)",reach_easy,2,5,0.0,21.0
2025-09-09_11:30:26_R_ur5e_N4_AO_Treach_s4_l4,"O(400, 1)",reach_easy,4,4,0.002,30.0
2025-09-09_11:58:03_R_ur5e_N4_AO_Treach_s4_l7,"O(400, 1)",reach_hard,2,4,0.0,8.0
2025-09-09_11:33:24_R_ur5e_N4_AO_Treach_s5_l4,"O(400, 1)",reach_easy,4,5,0.0,20.0
2025-09-09_12:04:10_R_ur5e_N4_AO_Treach_s3_l8,"O(400, 1)",reach_hard,3,3,0.0,10.0
2025-09-09_11:51:36_R_ur5e_N4_AO_Treach_s5_l6,"O(400, 1)",reach_hard,1,5,0.0,7.0
2025-09-09_11:02:50_R_ur5e_N4_AO_Treach_s4_l1,"O(400, 1)",reach_easy,1,4,0.0,30.0
2025-09-09_11:08:33_R_ur5e_N4_AO_Treach_s3_l2,"O(400, 1)",reach_easy,2,3,0.0,30.0
2025-09-09_11:39:50_R_ur5e_N4_AO_Treach_s4_l5,"O(400, 1)",reach_easy,5,4,0.132,16.0
2025-09-09_12:19:40_R_ur5e_N4_AO_Treach_s5_l9,"O(400, 1)",reach_hard,4,5,0.06,9.0
2025-09-09_11:54:13_R_ur5e_N4_AO_Treach_s3_l7,"O(400, 1)",reach_hard,2,3,0.0,7.0
2025-09-09_11:43:16_R_ur5e_N4_AO_Treach_s5_l5,"O(400, 1)",reach_easy,5,5,0.056,14.0
2025-09-09_12:13:10_R_ur5e_N4_AO_Treach_s3_l9,"O(400, 1)",reach_hard,4,3,0.04,9.0
2025-09-09_12:09:57_R_ur5e_N4_AO_Treach_s5_l8,"O(400, 1)",reach_hard,3,5,0.024,6.0
2025-09-09_11:27:10_R_ur5e_N4_AO_Treach_s3_l4,"O(400, 1)",reach_easy,4,3,0.0,31.0
2025-09-09_11:49:02_R_ur5e_N4_AO_Treach_s4_l6,"O(400, 1)",reach_hard,1,4,0.0,14.0
2025-09-09_11:05:25_R_ur5e_N4_AO_Treach_s5_l1,"O(400, 1)",reach_easy,1,5,0.0,27.0
2025-09-08_07:02:21_R_ur5e_N4_AO_Treach_s2_l9,"O(400, 1)",reach_hard,4,2,0.07,4.0
2025-09-08_05:08:57_R_ur5e_N4_AO_Treach_s1_l3,"O(400, 1)",reach_easy,3,1,0.0,21.0
2025-09-08_06:01:25_R_ur5e_N4_AO_Treach_s0_l6,"O(400, 1)",reach_hard,1,0,0.0,13.0
2025-09-08_06:04:31_R_ur5e_N4_AO_Treach_s1_l6,"O(400, 1)",reach_hard,1,1,0.0,12.0
2025-09-08_06:38:26_R_ur5e_N4_AO_Treach_s0_l8,"O(400, 1)",reach_hard,3,0,0.012,9.0
2025-09-08_06:41:18_R_ur5e_N4_AO_Treach_s1_l8,"O(400, 1)",reach_hard,3,1,0.0,8.0
2025-09-08_06:26:08_R_ur5e_N4_AO_Treach_s2_l7,"O(400, 1)",reach_hard,2,2,0.0,11.0
2025-09-08_05:05:52_R_ur5e_N4_AO_Treach_s0_l3,"O(400, 1)",reach_easy,3,0,0.0,28.0
2025-09-08_04:29:41_R_ur5e_N4_AO_Treach_s0_l1,"O(400, 1)",reach_easy,1,0,0.0,40.0
2025-09-08_04:53:50_R_ur5e_N4_AO_Treach_s2_l2,"O(400, 1)",reach_easy,2,2,0.0,24.0
2025-09-08_05:27:07_R_ur5e_N4_AO_Treach_s1_l4,"O(400, 1)",reach_easy,4,1,0.0,27.0
2025-09-08_04:50:49_R_ur5e_N4_AO_Treach_s1_l2,"O(400, 1)",reach_easy,2,1,0.0,30.0
2025-09-08_06:44:19_R_ur5e_N4_AO_Treach_s2_l8,"O(400, 1)",reach_hard,3,2,0.008,7.0
2025-09-09_12:17:23_R_ur5e_N4_AO_Treach_s5_l7,"O(400, 5)",reach_hard,2,5,0.0,5.0
2025-09-09_11:13:10_R_ur5e_N4_AO_Treach_s4_l2,"O(400, 5)",reach_easy,2,4,0.0,27.0
2025-09-09_12:02:16_R_ur5e_N4_AO_Treach_s4_l6,"O(400, 5)",reach_hard,1,4,0.01,9.0
2025-09-09_11:20:54_R_ur5e_N4_AO_Treach_s3_l3,"O(400, 5)",reach_easy,3,3,0.0,29.0
2025-09-09_11:28:46_R_ur5e_N4_AO_Treach_s5_l3,"O(400, 5)",reach_easy,3,5,0.0,29.0
2025-09-09_12:25:51_R_ur5e_N4_AO_Treach_s4_l8,"O(400, 5)",reach_hard,3,4,0.0,3.0
2025-09-09_11:02:25_R_ur5e_N4_AO_Treach_s4_l1,"O(400, 5)",reach_easy,1,4,0.0,29.0
2025-09-09_12:10:02_R_ur5e_N4_AO_Treach_s3_l7,"O(400, 5)",reach_hard,2,3,0.0,10.0
2025-09-09_12:13:38_R_ur5e_N4_AO_Treach_s4_l7,"O(400, 5)",reach_hard,2,4,0.014,13.0
2025-09-09_12:33:15_R_ur5e_N4_AO_Treach_s3_l9,"O(400, 5)",reach_hard,4,3,0.0,13.0
2025-09-09_11:41:57_R_ur5e_N4_AO_Treach_s5_l4,"O(400, 5)",reach_easy,4,5,0.0,29.0
2025-09-09_10:58:57_R_ur5e_N4_AO_Treach_s3_l1,"O(400, 5)",reach_easy,1,3,0.0,28.0
2025-09-09_12:29:34_R_ur5e_N4_AO_Treach_s5_l8,"O(400, 5)",reach_hard,3,5,0.012,5.0
2025-09-09_11:24:58_R_ur5e_N4_AO_Treach_s4_l3,"O(400, 5)",reach_easy,3,4,0.0,30.0
2025-09-09_11:16:48_R_ur5e_N4_AO_Treach_s5_l2,"O(400, 5)",reach_easy,2,5,0.0,30.0
2025-09-09_11:46:01_R_ur5e_N4_AO_Treach_s3_l5,"O(400, 5)",reach_easy,5,3,0.0,26.0
2025-09-09_12:06:00_R_ur5e_N4_AO_Treach_s5_l6,"O(400, 5)",reach_hard,1,5,0.168,8.0
2025-09-09_12:45:17_R_ur5e_N4_AO_Treach_s3_l10,"O(400, 5)",reach_hard,5,3,0.0,5.0
2025-09-09_11:05:52_R_ur5e_N4_AO_Treach_s5_l1,"O(400, 5)",reach_easy,1,5,0.0,21.0
2025-09-09_11:54:34_R_ur5e_N4_AO_Treach_s5_l5,"O(400, 5)",reach_easy,5,5,0.0,21.0
2025-09-09_12:41:28_R_ur5e_N4_AO_Treach_s5_l9,"O(400, 5)",reach_hard,4,5,0.0,5.0
2025-09-09_11:32:50_R_ur5e_N4_AO_Treach_s3_l4,"O(400, 5)",reach_easy,4,3,0.01,28.0
2025-09-09_12:21:09_R_ur5e_N4_AO_Treach_s3_l8,"O(400, 5)",reach_hard,3,3,0.018,15.0
2025-09-09_12:53:08_R_ur5e_N4_AO_Treach_s5_l10,"O(400, 5)",reach_hard,5,5,0.028,4.0
2025-09-09_11:50:06_R_ur5e_N4_AO_Treach_s4_l5,"O(400, 5)",reach_easy,5,4,0.07,22.0
2025-09-09_12:49:14_R_ur5e_N4_AO_Treach_s4_l10,"O(400, 5)",reach_hard,5,4,0.0,8.0
2025-09-09_11:58:27_R_ur5e_N4_AO_Treach_s3_l6,"O(400, 5)",reach_hard,1,3,0.0,10.0
2025-09-09_11:09:33_R_ur5e_N4_AO_Treach_s3_l2,"O(400, 5)",reach_easy,2,3,0.0,28.0
2025-09-09_12:37:41_R_ur5e_N4_AO_Treach_s4_l9,"O(400, 5)",reach_hard,4,4,0.0,7.0
2025-09-09_11:37:44_R_ur5e_N4_AO_Treach_s4_l4,"O(400, 5)",reach_easy,4,4,0.0,24.0
2025-09-06_23:05:31_R_ur5e_N4_AO_Treach_s2_l1,"O(400, 5)",reach_easy,1,2,0.0,37.0
2025-09-06_23:00:44_R_ur5e_N4_AO_Treach_s1_l1,"O(400, 5)",reach_easy,1,1,0.0,31.0
2025-09-07_00:09:40_R_ur5e_N4_AO_Treach_s0_l6,"O(400, 5)",reach_hard,1,0,0.004,12.0
2025-09-06_23:59:05_R_ur5e_N4_AO_Treach_s1_l5,"O(400, 5)",reach_easy,5,1,0.094,16.0
2025-09-07_00:04:34_R_ur5e_N4_AO_Treach_s2_l5,"O(400, 5)",reach_easy,5,2,0.004,37.0
2025-09-07_00:33:16_R_ur5e_N4_AO_Treach_s2_l7,"O(400, 5)",reach_hard,2,2,0.0,5.0
2025-09-06_23:39:02_R_ur5e_N4_AO_Treach_s0_l4,"O(400, 5)",reach_easy,4,0,0.0,29.0
2025-09-06_23:29:22_R_ur5e_N4_AO_Treach_s1_l3,"O(400, 5)",reach_easy,3,1,0.0,23.0
2025-09-06_23:54:06_R_ur5e_N4_AO_Treach_s0_l5,"O(400, 5)",reach_easy,5,0,0.0,20.0
2025-09-07_01:03:31_R_ur5e_N4_AO_Treach_s2_l9,"O(400, 5)",reach_hard,4,2,0.012,8.0
2025-09-06_23:49:02_R_ur5e_N4_AO_Treach_s2_l4,"O(400, 5)",reach_easy,4,2,0.0,32.0
2025-09-06_23:34:17_R_ur5e_N4_AO_Treach_s2_l3,"O(400, 5)",reach_easy,3,2,0.0,28.0
2025-09-07_00:58:17_R_ur5e_N4_AO_Treach_s1_l9,"O(400, 5)",reach_hard,4,1,0.02,8.0
2025-09-06_23:24:18_R_ur5e_N4_AO_Treach_s0_l3,"O(400, 5)",reach_easy,3,0,0.0,27.0
2025-09-07_00:18:53_R_ur5e_N4_AO_Treach_s2_l6,"O(400, 5)",reach_hard,1,2,0.042,12.0
2025-09-07_01:08:57_R_ur5e_N4_AO_Treach_s0_l10,"O(400, 5)",reach_hard,5,0,0.0,8.0
2025-09-07_00:43:00_R_ur5e_N4_AO_Treach_s1_l8,"O(400, 5)",reach_hard,3,1,0.0,9.0
2025-09-07_00:53:22_R_ur5e_N4_AO_Treach_s0_l9,"O(400, 5)",reach_hard,4,0,0.0,7.0
2025-09-07_00:48:11_R_ur5e_N4_AO_Treach_s2_l8,"O(400, 5)",reach_hard,3,2,0.076,5.0
2025-09-07_00:23:31_R_ur5e_N4_AO_Treach_s0_l7,"O(400, 5)",reach_hard,2,0,0.024,10.0
2025-09-06_23:43:53_R_ur5e_N4_AO_Treach_s1_l4,"O(400, 5)",reach_easy,4,1,0.0,19.0
2025-09-07_01:19:14_R_ur5e_N4_AO_Treach_s2_l10,"O(400, 5)",reach_hard,5,2,0.34,4.0
2025-09-06_23:19:48_R_ur5e_N4_AO_Treach_s2_l2,"O(400, 5)",reach_easy,2,2,0.0,30.0
2025-09-06_22:56:08_R_ur5e_N4_AO_Treach_s0_l1,"O(400, 5)",reach_easy,1,0,0.0,33.0
2025-09-06_23:15:05_R_ur5e_N4_AO_Treach_s1_l2,"O(400, 5)",reach_easy,2,1,0.0,23.0
2025-09-07_00:14:10_R_ur5e_N4_AO_Treach_s1_l6,"O(400, 5)",reach_hard,1,1,0.0,11.0
2025-09-07_00:38:02_R_ur5e_N4_AO_Treach_s0_l8,"O(400, 5)",reach_hard,3,0,0.0,9.0
2025-09-06_23:10:12_R_ur5e_N4_AO_Treach_s0_l2,"O(400, 5)",reach_easy,2,0,0.0,26.0
2025-09-07_01:14:04_R_ur5e_N4_AO_Treach_s1_l10,"O(400, 5)",reach_hard,5,1,0.0,5.0
2025-09-07_00:28:10_R_ur5e_N4_AO_Treach_s1_l7,"O(400, 5)",reach_hard,2,1,0.0,8.0
2025-09-08_23:33:17_R_ur5e_N4_AO-_Treach_s0_l2,"O-(400, 5)",reach_easy,2,0,0.0,22.0
2025-09-09_00:02:23_R_ur5e_N4_AO-_Treach_s2_l4,"O-(400, 5)",reach_easy,4,2,0.0,30.0
2025-09-09_01:13:18_R_ur5e_N4_AO-_Treach_s1_l10,"O-(400, 5)",reach_hard,5,1,0.136,2.0
2025-09-09_00:06:23_R_ur5e_N4_AO-_Treach_s0_l5,"O-(400, 5)",reach_easy,5,0,0.0,15.0
2025-09-09_01:17:19_R_ur5e_N4_AO-_Treach_s2_l10,"O-(400, 5)",reach_hard,5,2,0.146,0.0
2025-09-08_23:54:22_R_ur5e_N4_AO-_Treach_s0_l4,"O-(400, 5)",reach_easy,4,0,0.0,24.0
2025-09-08_23:50:25_R_ur5e_N4_AO-_Treach_s2_l3,"O-(400, 5)",reach_easy,3,2,0.0,25.0
2025-09-09_00:24:42_R_ur5e_N4_AO-_Treach_s1_l6,"O-(400, 5)",reach_hard,1,1,0.082,3.0
2025-09-09_00:56:39_R_ur5e_N4_AO-_Treach_s0_l9,"O-(400, 5)",reach_hard,4,0,0.062,1.0
2025-09-08_23:25:54_R_ur5e_N4_AO-_Treach_s1_l1,"O-(400, 5)",reach_easy,1,1,0.0,22.0
2025-09-09_00:10:37_R_ur5e_N4_AO-_Treach_s1_l5,"O-(400, 5)",reach_easy,5,1,0.004,19.0
2025-09-09_01:09:17_R_ur5e_N4_AO-_Treach_s0_l10,"O-(400, 5)",reach_hard,5,0,0.036,1.0
2025-09-09_00:28:35_R_ur5e_N4_AO-_Treach_s2_l6,"O-(400, 5)",reach_hard,1,2,0.08,2.0
2025-09-08_23:21:22_R_ur5e_N4_AO-_Treach_s0_l1,"O-(400, 5)",reach_easy,1,0,0.0,27.0
2025-09-09_00:45:15_R_ur5e_N4_AO-_Treach_s0_l8,"O-(400, 5)",reach_hard,3,0,0.04,3.0
2025-09-08_23:46:40_R_ur5e_N4_AO-_Treach_s1_l3,"O-(400, 5)",reach_easy,3,1,0.0,25.0
2025-09-09_00:21:01_R_ur5e_N4_AO-_Treach_s0_l6,"O-(400, 5)",reach_hard,1,0,0.02,5.0
2025-09-08_23:58:24_R_ur5e_N4_AO-_Treach_s1_l4,"O-(400, 5)",reach_easy,4,1,0.0,24.0
2025-09-08_23:42:12_R_ur5e_N4_AO-_Treach_s0_l3,"O-(400, 5)",reach_easy,3,0,0.0,24.0
2025-09-09_00:36:50_R_ur5e_N4_AO-_Treach_s1_l7,"O-(400, 5)",reach_hard,2,1,0.002,2.0
2025-09-09_01:00:22_R_ur5e_N4_AO-_Treach_s1_l9,"O-(400, 5)",reach_hard,4,1,0.002,2.0
2025-09-08_23:29:32_R_ur5e_N4_AO-_Treach_s2_l1,"O-(400, 5)",reach_easy,1,2,0.0,27.0
2025-09-09_00:53:01_R_ur5e_N4_AO-_Treach_s2_l8,"O-(400, 5)",reach_hard,3,2,0.088,2.0
2025-09-09_00:41:28_R_ur5e_N4_AO-_Treach_s2_l7,"O-(400, 5)",reach_hard,2,2,0.038,0.0
2025-09-09_01:04:30_R_ur5e_N4_AO-_Treach_s2_l9,"O-(400, 5)",reach_hard,4,2,0.054,4.0
2025-09-09_00:15:01_R_ur5e_N4_AO-_Treach_s2_l5,"O-(400, 5)",reach_easy,5,2,0.014,24.0
2025-09-08_23:37:15_R_ur5e_N4_AO-_Treach_s1_l2,"O-(400, 5)",reach_easy,2,1,0.0,25.0
2025-09-09_00:32:36_R_ur5e_N4_AO-_Treach_s0_l7,"O-(400, 5)",reach_hard,2,0,0.0,4.0
2025-09-09_00:49:02_R_ur5e_N4_AO-_Treach_s1_l8,"O-(400, 5)",reach_hard,3,1,0.18,4.0
2025-09-09_12:40:58_R_ur5e_N4_AO-_Treach_s3_l10,"O-(400, 5)",reach_hard,5,3,0.0,4.0
2025-09-09_12:08:49_R_ur5e_N4_AO-_Treach_s4_l7,"O-(400, 5)",reach_hard,2,4,0.0,2.0
2025-09-09_11:29:21_R_ur5e_N4_AO-_Treach_s3_l4,"O-(400, 5)",reach_easy,4,3,0.0,26.0
2025-09-09_11:36:59_R_ur5e_N4_AO-_Treach_s5_l4,"O-(400, 5)",reach_easy,4,5,0.0,26.0
2025-09-09_11:33:09_R_ur5e_N4_AO-_Treach_s4_l4,"O-(400, 5)",reach_easy,4,4,0.0,29.0
2025-09-09_11:13:56_R_ur5e_N4_AO-_Treach_s5_l2,"O-(400, 5)",reach_easy,2,5,0.0,31.0
2025-09-09_12:44:48_R_ur5e_N4_AO-_Treach_s4_l10,"O-(400, 5)",reach_hard,5,4,0.03,2.0
2025-09-09_11:40:46_R_ur5e_N4_AO-_Treach_s3_l5,"O-(400, 5)",reach_easy,5,3,0.0,18.0
2025-09-09_12:29:10_R_ur5e_N4_AO-_Treach_s3_l9,"O-(400, 5)",reach_hard,4,3,0.028,2.0
2025-09-09_12:32:52_R_ur5e_N4_AO-_Treach_s4_l9,"O-(400, 5)",reach_hard,4,4,0.038,1.0
2025-09-09_12:25:21_R_ur5e_N4_AO-_Treach_s5_l8,"O-(400, 5)",reach_hard,3,5,0.196,1.0
2025-09-09_12:48:41_R_ur5e_N4_AO-_Treach_s5_l10,"O-(400, 5)",reach_hard,5,5,0.076,1.0
2025-09-09_11:25:45_R_ur5e_N4_AO-_Treach_s5_l3,"O-(400, 5)",reach_easy,3,5,0.0,19.0
2025-09-09_10:54:58_R_ur5e_N4_AO-_Treach_s3_l1,"O-(400, 5)",reach_easy,1,3,0.0,26.0
2025-09-09_10:58:46_R_ur5e_N4_AO-_Treach_s4_l1,"O-(400, 5)",reach_easy,1,4,0.0,33.0
2025-09-09_12:36:45_R_ur5e_N4_AO-_Treach_s5_l9,"O-(400, 5)",reach_hard,4,5,0.17,1.0
2025-09-09_11:06:22_R_ur5e_N4_AO-_Treach_s3_l2,"O-(400, 5)",reach_easy,2,3,0.0,26.0
2025-09-09_12:05:18_R_ur5e_N4_AO-_Treach_s3_l7,"O-(400, 5)",reach_hard,2,3,0.012,2.0
2025-09-09_11:02:45_R_ur5e_N4_AO-_Treach_s5_l1,"O-(400, 5)",reach_easy,1,5,0.0,23.0
2025-09-09_12:21:20_R_ur5e_N4_AO-_Treach_s4_l8,"O-(400, 5)",reach_hard,3,4,0.014,1.0
2025-09-09_11:10:17_R_ur5e_N4_AO-_Treach_s4_l2,"O-(400, 5)",reach_easy,2,4,0.0,24.0
2025-09-09_12:01:52_R_ur5e_N4_AO-_Treach_s5_l6,"O-(400, 5)",reach_hard,1,5,0.17,2.0
2025-09-09_11:58:33_R_ur5e_N4_AO-_Treach_s4_l6,"O-(400, 5)",reach_hard,1,4,0.016,2.0
2025-09-09_11:49:18_R_ur5e_N4_AO-_Treach_s5_l5,"O-(400, 5)",reach_easy,5,5,0.0,18.0
2025-09-09_11:17:38_R_ur5e_N4_AO-_Treach_s3_l3,"O-(400, 5)",reach_easy,3,3,0.0,25.0
2025-09-09_11:21:55_R_ur5e_N4_AO-_Treach_s4_l3,"O-(400, 5)",reach_easy,3,4,0.0,27.0
2025-09-09_11:54:04_R_ur5e_N4_AO-_Treach_s3_l6,"O-(400, 5)",reach_hard,1,3,0.098,2.0
2025-09-09_12:12:53_R_ur5e_N4_AO-_Treach_s5_l7,"O-(400, 5)",reach_hard,2,5,0.14,3.0
2025-09-09_11:45:19_R_ur5e_N4_AO-_Treach_s4_l5,"O-(400, 5)",reach_easy,5,4,0.018,19.0
2025-09-09_12:17:24_R_ur5e_N4_AO-_Treach_s3_l8,"O-(400, 5)",reach_hard,3,3,0.028,2.0
2025-09-09_18:36:21_R_ur5e_N4_AO-_Treach_s2_l2,"O-(400, 5)",reach_easy,2,2,0.0,32.0
2025-09-09_00:46:54_R_ur5e_N4_ASC_Treach_s2_l1,"SC(1600, 5)",reach_easy,1,2,0.0,29.0
2025-09-09_02:10:14_R_ur5e_N4_ASC_Treach_s0_l7,"SC(1600, 5)",reach_hard,2,0,0.224,2.0
2025-09-09_00:49:19_R_ur5e_N4_ASC_Treach_s3_l1,"SC(1600, 5)",reach_easy,1,3,0.0,25.0
2025-09-09_03:02:34_R_ur5e_N4_ASC_Treach_s4_l10,"SC(1600, 5)",reach_hard,5,4,0.374,1.0
2025-09-09_02:26:42_R_ur5e_N4_ASC_Treach_s1_l8,"SC(1600, 5)",reach_hard,3,1,0.156,8.0
2025-09-09_01:03:05_R_ur5e_N4_ASC_Treach_s2_l2,"SC(1600, 5)",reach_easy,2,2,0.0,27.0
2025-09-09_02:24:19_R_ur5e_N4_ASC_Treach_s0_l8,"SC(1600, 5)",reach_hard,3,0,0.232,2.0
2025-09-09_02:33:27_R_ur5e_N4_ASC_Treach_s4_l8,"SC(1600, 5)",reach_hard,3,4,0.1,6.0
2025-09-09_01:10:21_R_ur5e_N4_ASC_Treach_s5_l2,"SC(1600, 5)",reach_easy,2,5,0.0,15.0
2025-09-09_01:39:47_R_ur5e_N4_ASC_Treach_s5_l4,"SC(1600, 5)",reach_easy,4,5,0.0,25.0
2025-09-09_02:04:03_R_ur5e_N4_ASC_Treach_s3_l6,"SC(1600, 5)",reach_hard,1,3,0.128,12.0
2025-09-09_02:01:53_R_ur5e_N4_ASC_Treach_s2_l6,"SC(1600, 5)",reach_hard,1,2,0.16,20.0
2025-09-09_02:45:10_R_ur5e_N4_ASC_Treach_s3_l9,"SC(1600, 5)",reach_hard,4,3,0.14,7.0
2025-09-09_01:37:29_R_ur5e_N4_ASC_Treach_s4_l4,"SC(1600, 5)",reach_easy,4,4,0.0,25.0
2025-09-09_01:35:05_R_ur5e_N4_ASC_Treach_s3_l4,"SC(1600, 5)",reach_easy,4,3,0.0,19.0
2025-09-09_01:17:27_R_ur5e_N4_ASC_Treach_s2_l3,"SC(1600, 5)",reach_easy,3,2,0.0,25.0
2025-09-09_02:52:59_R_ur5e_N4_ASC_Treach_s0_l10,"SC(1600, 5)",reach_hard,5,0,0.14,4.0
2025-09-09_02:12:38_R_ur5e_N4_ASC_Treach_s1_l7,"SC(1600, 5)",reach_hard,2,1,0.168,6.0
2025-09-09_02:42:45_R_ur5e_N4_ASC_Treach_s2_l9,"SC(1600, 5)",reach_hard,4,2,0.04,6.0
2025-09-09_01:29:59_R_ur5e_N4_ASC_Treach_s1_l4,"SC(1600, 5)",reach_easy,4,1,0.0,25.0
2025-09-09_01:05:46_R_ur5e_N4_ASC_Treach_s3_l2,"SC(1600, 5)",reach_easy,2,3,0.0,25.0
2025-09-09_01:47:20_R_ur5e_N4_ASC_Treach_s2_l5,"SC(1600, 5)",reach_easy,5,2,0.116,14.0
2025-09-09_01:22:44_R_ur5e_N4_ASC_Treach_s4_l3,"SC(1600, 5)",reach_easy,3,4,0.0,27.0
