alg,task_type,task_level,n_arms,wsteps,tplanning_moaw,ctrl_freq_moaw,sim_clocktime,sim_physics_time
"O-(400, 5)",bin,2,4,500,0.0551089825630188,18.14586213520581,159.62301445007324,4.150000216439366
"O-(400, 5)",bin,5,4,500,0.05550225257873535,18.017286750324278,159.19395756721497,4.150000216439366
"O-(400, 5)",bin,2,4,500,0.0580975456237793,17.21243108057736,160.53899693489075,4.150000216439366
"O-(400, 5)",bin,3,4,500,0.05655572319030762,17.681676470390844,163.50854182243347,4.150000216439366
"SC(1600, 5)",bin,2,4,500,0.0588816294670105,16.983225652073166,66.76356339454651,4.150000216439366
"SC(1600, 5)",bin,4,4,500,0.05656349563598633,17.67924681380174,65.44056963920593,4.150000216439366
"SC(1600, 5)",bin,3,4,500,0.055081194400787355,18.155016623708246,64.49619650840759,4.150000216439366
"SC(1600, 5)",bin,3,4,500,0.04218322658538819,23.706105031481616,61.19670820236206,4.150000216439366
"SC(1600, 5)",bin,5,4,500,0.04265208768844604,23.44551120931153,60.897478342056274,4.150000216439366
"SC(1600, 5)",bin,1,4,500,0.048258525371551515,20.721727245099405,61.99407958984375,4.150000216439366
"SC(1600, 5)",bin,1,4,500,0.059247358798980715,16.878389522693862,65.27113842964172,4.150000216439366
"SC(1600, 5)",bin,1,4,500,0.03888339376449585,25.717919738608128,59.86399960517883,4.150000216439366
"SC(1600, 5)",bin,2,4,500,0.0546027569770813,18.314093561607798,64.97475719451904,4.150000216439366
"SC(1600, 5)",bin,4,4,500,0.05198194408416748,19.237449033857455,64.57518124580383,4.150000216439366
"SC(1600, 5)",bin,4,4,500,0.052715761184692386,18.969658742030653,64.32867789268494,4.150000216439366
"SC(1600, 5)",bin,5,4,500,0.061811789989471434,16.17814336343168,66.32724809646606,4.150000216439366
"SC(1600, 5)",bin,4,4,500,0.05370469331741333,18.620346532651325,64.2859959602356,4.150000216439366
"SC(1600, 5)",bin,5,4,500,0.03893551635742187,25.6834914123177,61.749497413635254,4.150000216439366
"SC(1600, 5)",bin,1,4,500,0.03876476812362671,25.796620189003807,58.47497820854187,4.150000216439366
"SC(1600, 5)",bin,1,4,500,0.03770227193832398,26.523600530914162,60.190603733062744,4.150000216439366
"SC(1600, 5)",bin,4,4,500,0.039171146869659425,25.528994678850324,61.12267017364502,4.150000216439366
"SC(1600, 5)",bin,2,4,500,0.04298168087005615,23.2657257640351,63.404393434524536,4.150000216439366
"SC(1600, 5)",bin,3,4,500,0.06283860921859741,15.91378314121002,68.52673530578613,4.150000216439366
"SC(1600, 5)",bin,2,4,500,0.04316418313980103,23.167356063734136,61.36211609840393,4.150000216439366
"SC(1600, 5)",bin,5,4,500,0.038692061424255374,25.845094915855725,59.25423240661621,4.150000216439366
"SC(1600, 5)",bin,3,4,500,0.04426430320739746,22.591567641188572,61.79565453529358,4.150000216439366
"SC(1600, 5)",bin,5,4,500,0.04038732957839966,24.760240660596427,61.9238600730896,4.150000216439366
"SC(1600, 5)",bin,3,4,500,0.039217753887176514,25.49865560574548,59.85772943496704,4.150000216439366
"SC(1600, 5)",bin,1,4,500,0.03672064304351807,27.232638568308516,58.47689723968506,4.150000216439366
"SC(1600, 5)",bin,4,4,500,0.038465176105499266,25.997541185234105,59.576300621032715,4.150000216439366
"SC(1600, 5)",bin,2,4,500,0.04170845699310303,23.975952890450046,62.15075898170471,4.150000216439366
"SC(1600, 5)",bin,5,4,500,0.040632360458374026,24.61092559523963,59.82641005516052,4.150000216439366
"SC(1600, 5)",bin,2,4,500,0.039066975116729734,25.597067523453276,59.901673793792725,4.150000216439366
"SC(1600, 5)",bin,3,4,500,0.06195163583755493,16.141623808322464,68.1620454788208,4.150000216439366
"SC(400, 5)",bin,5,4,500,0.05739168787002563,17.42412598606073,63.14781951904297,4.150000216439366
"SC(400, 5)",bin,2,4,500,0.047762218475341796,20.937050914338705,57.980727434158325,4.150000216439366
"SC(400, 5)",bin,1,4,500,0.04598840045928955,21.744613641982024,58.53380060195923,4.150000216439366
"SC(400, 5)",bin,5,4,500,0.045204011917114255,22.121930279851988,59.40243649482727,4.150000216439366
"SC(400, 5)",bin,3,4,500,0.044286699771881106,22.58014268732954,59.43680667877197,4.150000216439366
"SC(400, 5)",bin,4,4,500,0.05721762084960937,17.47713353248988,61.73373198509216,4.150000216439366
"SC(400, 5)",bin,1,4,500,0.05695353364944458,17.558173056567703,61.76935005187988,4.150000216439366
"SC(400, 5)",bin,1,4,500,0.05222823190689087,19.14673278204661,60.921568155288696,4.150000216439366
"SC(400, 5)",bin,4,4,500,0.05789115333557129,17.273796467716057,62.34738755226135,4.150000216439366
"SC(400, 5)",bin,3,4,500,0.05742848491668701,17.41296155471846,63.74834179878235,4.150000216439366
